Company,Location,Industry,Date,Total Employees,Laid Off,Percentage,Department,Funds Raised,Stage
Company13,,Automotive,2020-05-25,46320,1895.0,4.09,Marketing,1B,Private
Company4,Germany,Hardware,2025-09-07,49175,1754.0,3.57,Product,100M,IPO
Company22,France,Entertainment,2022-05-02,45648,1195.0,2.62,Product,5B+,Private
Shopify,,Software,2024-04-28,13186,1192.0,9.04,Product,,Public
Company18,France,Software,2024-09-15,5527,205.0,3.71,Engineering,,Series A
Company35,Canada,Hardware,2021-06-25,3024,141.0,4.66,Product,500M,IPO
Company32,United States,Cloud,2025-09-05,41503,977.0,2.35,Engineering,5B+,Series A
Company20,US,Social Media,2021-07-13,5710,233.0,4.08,Finance,5B+,Series A
Company7,San Francisco,Fintech,2021-07-20,11923,,,Operations,100M,IPO
Company47,India,Social Media,2021-09-06,13643,736.0,5.39,Design,,IPO
Company48,USA,Hardware,2024-11-03,18558,,,Engineering,5B+,Private
Company33,USA,Social Media,2021-12-25,14313,841.0,5.88,Sales,5B+,Series A
Company45,UK,Cloud,2023-06-23,2316,152.0,6.56,Engineering,100M,IPO
Company8,New York,Social Media,2024-04-30,4936,137.0,2.78,Product,,IPO
Company38,San Francisco,Automotive,2024-01-06,7109,375.0,5.28,Finance,500M,Series A
Company23,,Software,15/10/2024,15425,19.0,0.12,Design,500M,Private
Stripe,,Cloud,2024-03-09,15485,1132.0,7.31,HR,5B+,Private
Company42,San Francisco,Entertainment,2023-08-02,6906,216.0,3.13,HR,5B+,IPO
Company33,London,Hardware,2021-10-09,48587,3089.0,6.36,Engineering,,Series A
Company17,US,Hardware,2024-01-06,34001,2902.0,8.54,Sales,,Public
Company39,USA,Social Media,2025-12-19,11191,330.0,2.95,Sales,2B,IPO
Company35,Seattle,Fintech,2024-07-31,46167,3673.0,7.96,Finance,1B,IPO
Company28,India,Social Media,2020-01-23,15633,163.0,1.04,Engineering,1B,Private
Company12,London,Cloud,2024-06-29,7641,724.0,9.48,Sales,100M,Public
Company10,Canada,Cloud,2023-12-10,18492,1102.0,5.96,Product,5B+,IPO
Uber,London,Automotive,2021-09-09,40113,3797.0,9.47,Sales,100M,Series A
Company23,France,Cloud,2021-12-23,31885,1041.0,3.26,Finance,Not specified,IPO
Airbnb,San Francisco,Automotive,2023-03-25,39669,1595.0,4.02,Finance,Not specified,Series A
Company42,France,Social Media,2025-10-29,3317,54.0,1.63,Operations,1B,Series A
Google,United States,Hardware,24/12/2022,7259,229.0,3.15,Marketing,5B+,Private
Company19,Canada,Fintech,2024-08-08,30203,1522.0,5.04,Product,5B+,Public
Company7,France,Entertainment,2020-04-08,43255,2073.0,4.79,Design,500M,Series A
Company17,Seattle,Software,2021-10-23,34932,3076.0,8.81,Sales,500M,Private
Tesla,Canada,E-commerce,2021-01-12,30492,692.0,2.27,Finance,,Private
Netflix,Canada,Fintech,31/07/2022,40718,475.0,1.17,Operations,1B,Public
Company14,,Fintech,2023-01-03,2965,96.0,3.24,Product,1B,Series A
Company40,San Francisco,Fintech,2025-08-11,26103,1033.0,3.96,Marketing,100M,Series A
Company34,London,Software,2024-04-11,31505,2312.0,7.34,Product,Not specified,Series A
Company14,UK,Entertainment,2024-12-26,3613,58.0,1.61,Product,100M,Series A
Company45,US,Social Media,2023-09-02,10941,973.0,8.89,Finance,500M,Private
Company23,London,Hardware,2020-07-17,39469,,,Operations,2B,Private
Company30,France,Social Media,27/03/2021,28206,1064.0,3.77,Finance,Not specified,Public
Shopify,USA,E-commerce,2025-05-28,37526,1407.0,3.75,Engineering,,Series A
Company48,France,Fintech,2023-05-03,13122,1220.0,9.3,Sales,1B,Public
Amazon,New York,Fintech,2022-10-27,33252,755.0,2.27,HR,2B,Series A
DoorDash,San Francisco,Social Media,2021-07-16,9325,400.0,4.29,HR,1B,Series A
Company15,Seattle,E-commerce,2022-04-19,13636,151.0,1.11,Finance,1B,IPO
Company16,US,Automotive,2024-07-16,14796,943.0,6.37,Sales,100M,IPO
Company1,,Cloud,2025-05-09,21284,1491.0,7.01,Product,2B,Public
Amazon,Seattle,Cloud,2020-01-02,4838,20.0,0.41,Marketing,1B,Private
Company10,United States,Entertainment,2025-01-19,49503,2674.0,5.4,HR,Not specified,IPO
Company31,Seattle,Software,2021-10-14,27986,2413.0,8.62,HR,5B+,Public
Company12,Canada,Fintech,2025-04-07,36574,2265.0,6.19,Finance,Not specified,Series A
Company5,San Francisco,Entertainment,2021-01-26,10247,588.0,5.74,Product,2B,Private
Company39,Canada,Hardware,2024-06-26,27572,1574.0,5.71,Operations,Not specified,Series A
Company45,India,Entertainment,2021-04-13,16376,854.0,5.21,Marketing,2B,Series A
Netflix,US,Entertainment,2023-10-04,46783,4588.0,9.81,Product,500M,Public
Company12,Seattle,E-commerce,2021-12-20,49260,3355.0,6.81,Product,100M,Series A
Company26,US,Software,2024-11-11,12240,410.0,3.35,Design,5B+,Series A
Uber,US,Hardware,2025-06-02,14686,1013.0,6.9,Finance,500M,Private
Company19,USA,Automotive,24/01/2021,49676,2047.0,4.12,Product,1B,IPO
Palantir,France,Hardware,2020-03-08,32746,2904.0,8.87,Marketing,,Series A
Company26,London,Automotive,2025-11-07,5477,399.0,7.29,HR,1B,Private
Company13,UK,Hardware,2023-12-18,13342,1189.0,8.91,Marketing,100M,Private
Microsoft,San Francisco,Automotive,2022-12-29,22883,216.0,0.94,Sales,Not specified,Private
Microsoft,India,E-commerce,2022-06-10,46317,640.0,1.38,Sales,5B+,IPO
Airbnb,UK,Cloud,2024-05-27,2919,,,HR,2B,Public
Company49,San Francisco,Automotive,2021-11-05,16052,1449.0,9.03,Marketing,1B,Private
Company41,USA,Entertainment,2020-06-02,43042,1295.0,3.01,Product,100M,Public
Company22,New York,Automotive,11/12/2021,2137,84.0,3.93,Sales,2B,IPO
Company14,India,E-commerce,2024-08-10,21800,443.0,2.03,Operations,2B,Private
Company12,US,Social Media,2022-12-12,20359,590.0,2.9,HR,2B,Public
Company40,Canada,Fintech,2020-02-12,22329,1887.0,8.45,Operations,100M,IPO
Company30,Canada,Cloud,2023-05-25,48179,3282.0,6.81,Design,2B,IPO
Company44,New York,Social Media,2025-07-19,26675,796.0,2.98,Operations,100M,IPO
Company32,Seattle,Cloud,2024-12-13,35206,2062.0,5.86,Marketing,1B,Series A
Company23,New York,Fintech,2024-11-20,14882,549.0,3.69,Sales,Not specified,Private
Company27,UK,Hardware,2022-12-18,16064,1242.0,7.73,Design,500M,Private
Oracle,United States,Entertainment,2023-09-20,5663,354.0,6.25,Design,Not specified,Public
Amazon,Canada,Automotive,2020-06-29,22922,1691.0,7.38,Marketing,Not specified,Series A
Microsoft,US,Automotive,2020-05-20,17015,,,Design,2B,Public
Company2,,Entertainment,2025-06-18,4065,310.0,7.63,Finance,500M,Series A
Company18,New York,Social Media,2021-03-06,11633,799.0,6.87,Finance,5B+,Private
Company40,New York,Software,29/01/2024,35870,1581.0,4.41,Sales,,Series A
Company20,Germany,Entertainment,2023-11-12,27170,1899.0,6.99,Operations,2B,Series A
DoorDash,US,E-commerce,2020-02-15,23660,2367.0,10.0,HR,5B+,IPO
Company6,London,Cloud,2021-09-07,36371,76.0,0.21,Product,2B,Private
Company17,,Automotive,2020-06-23,14385,888.0,6.17,Engineering,500M,IPO
Oracle,,Software,2020-09-27,9077,,,Engineering,,Series A
Company50,UK,Automotive,2021-03-31,25845,1900.0,7.35,Engineering,,Private
Company9,US,Cloud,26/08/2022,4259,22.0,0.52,Design,2B,Public
Company28,San Francisco,Social Media,2024-07-22,1368,148.0,10.82,Product,2B,IPO
Company32,Seattle,E-commerce,2025-08-01,47579,3416.0,7.18,Finance,1B,Series A
Airbnb,India,Cloud,2023-11-15,38177,3293.0,8.63,Engineering,1B,IPO
Company48,UK,Cloud,2021-11-13,16510,634.0,3.84,Product,2B,Public
Company5,US,Software,2025-05-04,16977,540.0,3.18,Engineering,100M,IPO
Company31,US,Social Media,2025-08-18,15460,624.0,4.04,Design,100M,Private
Google,Seattle,Cloud,2023-05-12,12539,1173.0,9.35,Marketing,100M,Series A
Company48,,Entertainment,2020-03-03,4262,69.0,1.62,Product,5B+,IPO
Company23,,Social Media,2025-04-30,8883,823.0,9.26,Engineering,500M,Private
Company38,London,Entertainment,2021-04-22,19066,422.0,2.21,Product,1B,Series A
Company15,India,Fintech,2022-07-02,16106,1418.0,8.8,HR,,Private
Company42,Germany,Automotive,2022-02-26,18906,1476.0,7.81,Design,100M,Series A
Company7,US,E-commerce,2022-04-19,20362,1383.0,6.79,Design,Not specified,Public
Company29,USA,Cloud,2020-12-30,29255,1965.0,6.72,Operations,Not specified,IPO
Company3,,E-commerce,2025-10-07,11977,80.0,0.67,Product,500M,Private
Company30,New York,Automotive,2025-03-28,17561,661.0,3.76,Marketing,2B,Public
Company28,Germany,Cloud,2025-12-16,24985,623.0,2.49,HR,Not specified,Private
Company12,,Hardware,2020-10-31,48037,,,Engineering,5B+,Series A
Company24,USA,Cloud,22/04/2025,27379,1603.0,5.85,HR,2B,Series A
Company48,US,Automotive,2024-12-16,48653,3091.0,6.35,Operations,1B,Public
Stripe,Canada,Hardware,2022-08-02,47526,2876.0,6.05,Sales,2B,Public
Company29,France,Cloud,2025-10-20,45227,1095.0,2.42,Design,,IPO
Company38,United States,Social Media,2024-06-02,7861,211.0,2.68,Engineering,,Series A
Company26,Germany,Automotive,2021-05-23,3553,303.0,8.53,Product,Not specified,Public
Company35,USA,Cloud,2025-11-29,38695,,,Design,2B,Private
Company39,London,Automotive,2020-11-18,20216,,,Operations,5B+,Public
Company38,UK,Social Media,2025-04-20,47011,4211.0,8.96,Sales,Not specified,Private
Company44,USA,Hardware,2025-08-18,49406,3060.0,6.19,Operations,1B,Private
Company3,Seattle,E-commerce,2022-07-13,34301,139.0,0.41,Marketing,2B,Public
Company23,France,E-commerce,2022-11-16,19477,1711.0,8.78,Operations,500M,Series A
Company28,USA,Cloud,2023-08-31,4134,201.0,4.86,Marketing,Not specified,IPO
Meta,New York,E-commerce,2021-01-13,40357,3361.0,8.33,Finance,1B,Private
Company25,India,Cloud,2022-12-09,5462,582.0,10.66,Design,100M,Public
Snowflake,Canada,Social Media,2023-06-27,35519,2037.0,5.73,Marketing,100M,Public
Oracle,,Social Media,2024-08-19,31788,2057.0,6.47,Marketing,,Public
Google,US,Automotive,2022-12-25,16582,1222.0,7.37,HR,,Series A
Company23,US,Fintech,2025-12-17,4837,240.0,4.96,Product,2B,Series A
Company3,New York,E-commerce,2025-03-29,2753,236.0,8.57,Sales,2B,Series A
Microsoft,USA,Social Media,2020-10-22,13344,183.0,1.37,Operations,Not specified,IPO
Company48,USA,Fintech,2023-04-22,12614,1175.0,9.32,Design,1B,Public
Company23,India,Social Media,2024-03-10,47638,3893.0,8.17,Finance,,Private
Company48,Germany,Software,2020-10-29,34039,2685.0,7.89,Sales,1B,Series A
Company38,France,Software,2022-04-06,14982,548.0,3.66,HR,5B+,Series A
Nvidia,New York,Cloud,2023-06-13,16227,644.0,3.97,Marketing,100M,IPO
Company48,India,E-commerce,2023-12-18,33267,1345.0,4.04,Finance,,Series A
Company36,London,Software,2023-01-27,44049,2577.0,5.85,Operations,1B,IPO
Company14,,E-commerce,2022-02-25,17340,849.0,4.9,HR,,Public
Company14,United States,Software,2021-12-22,10247,1033.0,10.08,Operations,500M,Private
Company2,USA,Cloud,2025-07-28,15193,,,Design,500M,Public
Apple,,Fintech,2021-10-27,11935,843.0,7.06,Marketing,Not specified,Public
Company32,US,Cloud,2024-05-15,13321,1293.0,9.71,Finance,,IPO
Company7,San Francisco,Automotive,22/08/2020,1371,80.0,5.84,Finance,2B,Public
Company47,US,Automotive,2021-07-28,6177,486.0,7.87,Design,1B,Private
Company27,London,E-commerce,2020-03-12,17524,453.0,2.59,Sales,500M,Public
Company50,London,Software,2021-03-07,16438,183.0,1.11,Operations,500M,Series A
Twitter,USA,Software,06/11/2024,22792,2254.0,9.89,Product,100M,Public
Company35,United States,Hardware,2021-04-16,30535,608.0,1.99,Engineering,1B,Public
Company17,New York,Hardware,2022-12-03,8393,,,Engineering,100M,IPO
Company7,,Automotive,2025-11-10,22711,1296.0,5.71,Finance,500M,IPO
Company37,,Cloud,2022-05-21,2903,239.0,8.23,Design,5B+,IPO
DoorDash,,Hardware,2020-12-07,49621,168.0,0.34,Marketing,500M,Public
Company18,USA,Social Media,2024-08-09,45852,4605.0,10.04,HR,,Private
Company47,Canada,Fintech,2023-01-13,40992,3257.0,7.95,Sales,500M,IPO
Company44,USA,Automotive,01/04/2022,10596,864.0,8.15,Sales,Not specified,IPO
Company45,France,E-commerce,2024-08-22,2663,33.0,1.24,Marketing,500M,IPO
Company31,Seattle,Fintech,2021-06-03,30146,2319.0,7.69,Operations,5B+,Private
Company21,United States,Entertainment,23/05/2020,27145,1876.0,6.91,Engineering,Not specified,Private
Company34,London,Cloud,2022-03-12,33271,2038.0,6.13,HR,500M,Private
Company19,Seattle,Software,2024-03-06,14440,549.0,3.8,HR,Not specified,Private
Intel,New York,Entertainment,2021-12-01,39006,3617.0,9.27,Finance,2B,Series A
Company31,Germany,Entertainment,2025-11-04,1115,76.0,6.82,Product,500M,Private
Zoom,Germany,Social Media,2021-03-18,9623,506.0,5.26,Finance,Not specified,Series A
Intel,New York,Cloud,2025-05-07,6069,418.0,6.89,Operations,500M,Private
Company42,United States,Cloud,2024-11-22,32174,2762.0,8.58,Engineering,Not specified,IPO
Nvidia,UK,Social Media,2022-09-06,4675,238.0,5.09,Sales,5B+,Private
Airbnb,France,Entertainment,2023-08-07,4087,267.0,6.53,Finance,500M,Private
Company26,US,Software,2022-04-26,3801,81.0,2.13,Product,100M,Series A
Uber,UK,Automotive,2023-10-14,43864,1121.0,2.56,Marketing,5B+,IPO
Company39,UK,Hardware,2025-02-27,1552,97.0,6.25,Marketing,100M,Private
Company9,Canada,Cloud,2022-05-11,38219,879.0,2.3,Engineering,Not specified,Private
Company10,United States,E-commerce,2020-10-17,3196,202.0,6.32,Design,,IPO
Company15,US,E-commerce,2020-07-29,49588,3930.0,7.93,Finance,5B+,IPO
Company10,India,Software,2021-12-05,2746,250.0,9.1,Design,1B,Series A
Company27,France,Entertainment,2023-08-10,19368,,,Finance,,IPO
Company20,San Francisco,Hardware,2024-03-15,10474,822.0,7.85,Engineering,5B+,Public
Stripe,Seattle,Automotive,2025-10-17,13243,392.0,2.96,Sales,1B,Series A
Meta,USA,Hardware,2020-07-17,12290,169.0,1.38,HR,,Public
Company44,San Francisco,Cloud,2024-07-12,45191,3217.0,7.12,Product,2B,IPO
Zoom,United States,Hardware,2021-11-16,35722,2401.0,6.72,Finance,Not specified,Series A
Company39,USA,E-commerce,2023-12-27,33627,2678.0,7.96,Engineering,2B,Public
Company44,France,Fintech,2023-04-08,8044,200.0,2.49,HR,500M,Series A
Nvidia,New York,Software,2020-05-16,49151,,,Operations,500M,Private
Company16,USA,Cloud,2022-06-18,13961,353.0,2.53,HR,2B,Series A
Company22,San Francisco,Hardware,2020-03-07,2409,247.0,10.25,HR,2B,Private
Uber,United States,Hardware,2025-05-01,19001,670.0,3.53,Design,1B,Public
Company19,United States,Automotive,2023-09-03,13091,1242.0,9.49,Finance,1B,Public
Company12,France,Hardware,2025-08-27,41218,2913.0,7.07,Sales,100M,IPO
Company27,,Social Media,2020-05-16,37884,466.0,1.23,Finance,5B+,Public
Company38,,E-commerce,2022-01-23,5311,564.0,10.62,Marketing,2B,IPO
Company40,France,Entertainment,2024-11-29,1453,76.0,5.23,Marketing,5B+,Private
Company38,Canada,Entertainment,2023-01-02,44924,3073.0,6.84,Sales,100M,Public
Company21,Canada,Hardware,2021-12-04,43800,3437.0,7.85,Operations,5B+,IPO
Company8,USA,Automotive,2022-08-06,12755,595.0,4.66,Engineering,500M,Private
Company3,US,Fintech,2020-03-19,18996,565.0,2.97,Finance,500M,Series A
Company28,London,Cloud,2020-03-12,30784,520.0,1.69,Finance,5B+,Public
Oracle,Seattle,Social Media,2022-08-18,3073,135.0,4.39,Design,Not specified,Private
Salesforce,Germany,Automotive,2021-10-18,49061,985.0,2.01,HR,1B,Private
Company27,Canada,Cloud,2025-05-23,44822,658.0,1.47,Sales,,Series A
Company8,UK,Hardware,2020-10-30,28105,520.0,1.85,HR,,Public
Company6,,E-commerce,23/09/2024,40351,3937.0,9.76,Marketing,1B,Series A
Company37,India,Cloud,2025-11-14,20851,1962.0,9.41,Design,2B,Public
Company18,Canada,Automotive,2023-11-02,4857,10.0,0.21,Marketing,500M,Private
Company36,UK,E-commerce,2021-10-07,43597,2328.0,5.34,Design,500M,Private
Company27,Seattle,E-commerce,2024-08-09,45682,816.0,1.79,Operations,5B+,Public
Company28,New York,Automotive,2020-03-03,20987,1069.0,5.09,Product,500M,IPO
Company37,Germany,Fintech,2023-08-19,36289,1687.0,4.65,Engineering,500M,IPO
Company42,London,Cloud,2021-08-02,43747,3682.0,8.42,Finance,,Series A
Zoom,,Hardware,2021-02-23,8535,158.0,1.85,HR,5B+,Series A
Company8,Seattle,Hardware,2020-10-19,5190,487.0,9.38,HR,Not specified,Public
DoorDash,US,Fintech,2021-09-15,24831,1338.0,5.39,Engineering,5B+,Series A
Airbnb,USA,Software,2024-04-25,44336,1330.0,3.0,Engineering,,IPO
Company4,UK,Automotive,2025-01-10,1560,42.0,2.69,Finance,500M,IPO
Company6,UK,Entertainment,2024-08-15,14074,991.0,7.04,Sales,5B+,Private
Company25,London,Fintech,2025-09-19,34716,1413.0,4.07,HR,1B,Private
Company44,Canada,Social Media,2023-07-16,3439,,,Engineering,500M,IPO
Stripe,,Software,2020-12-01,18499,660.0,3.57,Finance,5B+,Public
Company3,UK,Automotive,2022-06-15,28780,678.0,2.36,HR,1B,Private
Company36,US,Social Media,2025-09-20,20142,443.0,2.2,Finance,100M,Public
Company46,New York,E-commerce,2022-06-20,1148,131.0,11.41,Finance,Not specified,Public
Company47,Canada,Entertainment,2020-12-31,36904,2532.0,6.86,Design,2B,Series A
Company22,India,Software,2022-02-16,1897,121.0,6.38,Engineering,,IPO
Company41,,Hardware,2024-04-09,33080,3158.0,9.55,Design,500M,IPO
Company42,San Francisco,Software,2022-12-06,29022,2154.0,7.42,HR,Not specified,Public
Nvidia,UK,Software,2020-08-24,23959,1942.0,8.11,Finance,5B+,Public
Company15,US,Social Media,2020-04-19,14146,1023.0,7.23,Finance,5B+,Series A
Shopify,France,Cloud,2021-11-15,6322,630.0,9.97,Finance,5B+,IPO
Company19,United States,Social Media,2022-07-27,1526,22.0,1.44,Design,100M,Private
Microsoft,Germany,Cloud,2022-11-30,2852,175.0,6.14,Design,500M,Public
Company4,UK,Social Media,2020-10-09,25760,1061.0,4.12,Sales,5B+,Public
Company26,,Hardware,2023-06-23,24233,1770.0,7.3,Engineering,1B,IPO
Snowflake,USA,Automotive,2021-08-08,18572,211.0,1.14,Engineering,2B,IPO
Company24,Germany,Social Media,2022-05-25,19722,510.0,2.59,Finance,100M,IPO
Uber,France,Fintech,2021-09-23,21517,638.0,2.97,HR,500M,Public
Company43,Seattle,Software,2022-12-13,4293,210.0,4.89,Sales,2B,Private
Twitter,United States,Fintech,2021-12-29,13026,879.0,6.75,Design,Not specified,Private
Company41,India,Fintech,2023-03-10,26706,364.0,1.36,Sales,Not specified,Private
Company4,UK,Fintech,2020-07-12,6023,114.0,1.89,Engineering,5B+,Public
Company47,New York,Cloud,2020-03-20,21369,1405.0,6.57,Engineering,5B+,Public
Apple,San Francisco,Entertainment,2022-09-20,5370,95.0,1.77,Finance,2B,Private
Company45,USA,Fintech,2025-09-27,8235,43.0,0.52,Operations,1B,IPO
Company39,France,Social Media,2024-12-04,46609,412.0,0.88,Engineering,,Series A
Company49,India,Fintech,18/07/2022,15281,1214.0,7.94,Sales,,Private
Company17,Germany,Automotive,2021-08-06,7869,,,Operations,1B,Private
Company15,UK,Social Media,2025-05-25,38840,1697.0,4.37,HR,2B,Public
Company10,Canada,Social Media,2023-02-24,39881,,,HR,5B+,Private
DoorDash,Canada,Automotive,2021-08-30,28425,,,HR,100M,IPO
Company34,France,Automotive,2023-04-15,18068,1368.0,7.57,HR,Not specified,IPO
Zoom,US,E-commerce,2020-07-16,18006,999.0,5.55,Engineering,5B+,Series A
Amazon,,Social Media,2023-12-13,16739,286.0,1.71,HR,,Public
Google,Canada,Social Media,2022-04-04,14698,595.0,4.05,Operations,100M,Private
Intel,San Francisco,Social Media,2022-11-09,21895,979.0,4.47,Finance,,Series A
Intel,USA,Entertainment,2020-03-03,15318,,,Operations,5B+,Series A
Company1,France,Social Media,2020-08-30,41366,3663.0,8.86,Marketing,,Public
Company9,San Francisco,Software,2020-03-23,15862,1252.0,7.89,Finance,,Public
Company9,France,Hardware,2020-08-25,20748,1641.0,7.91,Design,,Series A
Company15,Seattle,Fintech,2021-01-01,25392,1823.0,7.18,Design,2B,IPO
Company33,New York,Fintech,2025-07-23,30665,1834.0,5.98,Product,1B,IPO
Company43,,Hardware,2023-09-23,37733,,,Design,5B+,Private
Company32,US,Automotive,2025-12-28,9080,175.0,1.93,Engineering,500M,Private
Company36,,Entertainment,2021-09-07,20923,536.0,2.56,Operations,500M,Public
Company2,USA,Hardware,2024-03-27,18279,1531.0,8.38,Product,,IPO
Twitter,London,Software,2024-05-22,18412,1252.0,6.8,Sales,Not specified,Series A
Company40,New York,Entertainment,2025-05-05,30881,1084.0,3.51,Marketing,5B+,Series A
Company43,Seattle,Automotive,2025-02-21,14788,851.0,5.75,Design,5B+,IPO
Netflix,New York,E-commerce,2022-09-07,39367,2279.0,5.79,HR,1B,Series A
Meta,France,Software,2025-05-18,22830,1996.0,8.74,Engineering,100M,Private
Nvidia,New York,Hardware,2020-12-05,19823,1501.0,7.57,HR,100M,Public
Company32,UK,Social Media,2024-06-23,23538,44.0,0.19,Operations,2B,Public
Company13,Seattle,Cloud,2020-08-03,7566,127.0,1.68,Product,100M,IPO
Company16,United States,Fintech,2024-10-17,18938,596.0,3.15,HR,5B+,Public
Company48,Seattle,Automotive,2023-12-30,48272,978.0,2.03,Design,5B+,IPO
Company3,Seattle,Software,2021-09-07,20974,1044.0,4.98,Operations,1B,Private
Company18,US,Entertainment,2021-12-02,24600,2135.0,8.68,Sales,2B,Series A
