Company,Location,Industry,Date,Year,Total_Employees,Laid_Off,Layoff_Percentage,Department,Funds_Raised,Stage,Layoff_Intensity_Category,"Company_Size_Category
","Funding_Category
"
Shopify,Canada,Entertainment,2022-01-24,2022,"17,052",1063,6.23%,Marketing,Not specified,Series A,Moderate,Medium,Unknown
Salesforce,Unknown,Cloud,2020-05-06,2020,"34,093",1130,3.31%,Design,Not Specified,Private,Low,Large,Unknown
Company43,United States,Fintech,2024-11-11,2024,"19,991",592,2.96%,Marketing,Not specified,Private,Low,Medium,Unknown
Company5,United States,Software,2022-12-03,2022,"38,450",3761,9.78%,HR,Not Specified,Private,Severe,Large,Unknown
Snowflake,United Kingdom,Hardware,2024-11-16,2024,"16,588",607,3.66%,Product,5B+,Public,Low,Medium,Mature
Snowflake,Germany,Entertainment,2022-08-13,2022,"28,027",1401,5.00%,Marketing,100M,Public,Low,Large,Early Stage
Company30,United States,Cloud,2022-07-27,2022,"8,942",898,10.04%,HR,Not specified,Private,Severe,Medium,Unknown
Company37,United States,Hardware,2020-01-06,2020,"41,201",3577,8.68%,Finance,Not specified,IPO,Severe,Large,Unknown
Company18,United States,Hardware,2025-02-27,2025,"14,246",1114,7.82%,Marketing,5B+,Public,High,Medium,Mature
Company26,United States,Entertainment,2022-09-07,2022,"32,889",NA,0.00%,Finance,Not Specified,Series A,Low,Large,Unknown
Company9,Canada,Entertainment,2024-03-18,2024,"41,110",2368,5.76%,HR,5B+,IPO,Moderate,Large,Mature
Meta,France,Automotive,2021-03-30,2021,"23,580",2119,8.99%,Marketing,5B+,Series A,Severe,Large,Mature
Zoom,United States,Fintech,2021-12-11,2021,"42,833",2028,4.73%,Marketing,Not Specified,IPO,Low,Large,Unknown
Company39,United States,Social Media,2025-11-15,2025,"39,015",2723,6.98%,Design,2B,Private,Moderate,Large,Late Stage
Company22,United States,Cloud,2024-03-29,2024,"43,741",47,0.11%,Finance,500M,IPO,Low,Large,Growth Stage
Company35,India,Cloud,2020-06-04,2020,"2,938",170,5.79%,HR,5B+,Series A,Moderate,Small,Mature
Tesla,India,Fintech,2020-03-15,2020,"2,728",277,10.15%,Marketing,5B+,Series A,Severe,Small,Mature
Company16,United Kingdom,Social Media,2023-10-24,2023,"9,849",118,1.20%,Operations,500M,Series A,Low,Medium,Growth Stage
Company32,France,Software,2022-12-09,2022,"40,632",1494,3.68%,Sales,5B+,Series A,Low,Large,Mature
Salesforce,United Kingdom,Automotive,2022-04-01,2022,"44,270",1673,3.78%,Product,500M,Private,Low,Large,Growth Stage
Company26,Unknown,Entertainment,2020-02-10,2020,"13,907",59,0.42%,HR,100M,IPO,Low,Medium,Early Stage
Company5,United States,Automotive,2025-08-06,2025,"22,050",1859,8.43%,Marketing,1B,IPO,Severe,Large,Late Stage
Company1,United States,Fintech,2024-08-09,2024,"9,060",575,6.35%,HR,100M,IPO,Moderate,Medium,Early Stage
Company5,Unknown,Entertainment,2020-03-08,2020,"29,704",266,0.90%,Operations,Not Specified,Series A,Low,Large,Unknown
Netflix,United States,E-commerce,2021-09-04,2021,"1,106",15,1.36%,Marketing,Not Specified,Public,Low,Small,Unknown
Netflix,United Kingdom,Entertainment,2023-01-22,2023,"11,607",972,8.37%,Design,1B,Series A,Severe,Medium,Late Stage
Zoom,Unknown,E-commerce,2020-12-27,2020,"6,538",87,1.33%,Product,Not specified,IPO,Low,Medium,Unknown
Company22,United Kingdom,Fintech,2025-01-12,2025,"48,638",681,1.40%,HR,5B+,IPO,Low,Large,Mature
Company11,United States,Fintech,2024-10-14,2024,"35,390",2076,5.87%,Marketing,500M,Series A,Moderate,Large,Growth Stage
Uber,United Kingdom,Cloud,2024-01-08,2024,"21,893",2066,9.44%,HR,500M,Public,Severe,Large,Growth Stage
Company30,France,Social Media,2022-11-13,2022,"49,596",NA,0.00%,Marketing,Not specified,Private,Low,Large,Unknown
Company20,United Kingdom,Software,2022-02-17,2022,"46,291",2981,6.44%,Product,2B,Public,Moderate,Large,Late Stage
Google,United States,Software,2022-05-15,2022,"47,488",3732,7.86%,HR,2B,Public,High,Large,Late Stage
Company40,Unknown,Cloud,2024-02-17,2024,"4,952",486,9.81%,Marketing,2B,Private,Severe,Small,Late Stage
Company22,Canada,Cloud,2021-10-23,2021,"35,747",2462,6.89%,Finance,2B,Series A,Moderate,Large,Late Stage
Company24,United States,Hardware,2021-12-08,2021,"28,584",214,0.75%,Finance,5B+,Series A,Low,Large,Mature
Company34,Unknown,Social Media,2022-09-03,2022,"38,179",1471,3.85%,Sales,100M,Private,Low,Large,Early Stage
Salesforce,United States,Cloud,2025-09-11,2025,"19,722",738,3.74%,Engineering,Not Specified,Private,Low,Medium,Unknown
Shopify,United States,Social Media,2022-07-30,2022,"49,460",3987,8.06%,HR,100M,Private,Severe,Large,Early Stage
Company46,United States,Hardware,2025-10-01,2025,"37,745",1206,3.20%,HR,5B+,Series A,Low,Large,Mature
Company31,United States,Entertainment,2023-11-16,2023,"43,493",2684,6.17%,Design,100M,Public,Moderate,Large,Early Stage
Twitter,Unknown,Software,2020-09-21,2020,"31,041",2213,7.13%,Design,100M,IPO,High,Large,Early Stage
Palantir,Unknown,Hardware,2021-10-30,2021,"22,387",124,0.55%,Engineering,5B+,IPO,Low,Large,Mature
Company16,United States,Software,2024-10-21,2024,"38,412",1787,4.65%,Sales,1B,IPO,Low,Large,Late Stage
Company34,United Kingdom,Automotive,2020-05-09,2020,"3,263",241,7.39%,Operations,Not specified,Series A,High,Small,Unknown
Company40,United Kingdom,Fintech,2022-07-23,2022,"32,017",2328,7.27%,Operations,5B+,IPO,High,Large,Mature
Oracle,United States,E-commerce,2021-06-09,2021,"41,733",NA,0.00%,Finance,5B+,Series A,Low,Large,Mature
Company48,France,Cloud,2021-02-01,2021,"46,948",170,0.36%,Finance,2B,IPO,Low,Large,Late Stage
Company49,United States,Automotive,2021-07-06,2021,"32,194",NA,0.00%,Sales,Not Specified,IPO,Low,Large,Unknown
Company29,United States,Cloud,2020-11-08,2020,"36,505",1363,3.73%,Marketing,100M,Private,Low,Large,Early Stage
Microsoft,United Kingdom,Cloud,2022-02-15,2022,"22,868",NA,0.00%,Finance,Not Specified,Series A,Low,Large,Unknown
Nvidia,Germany,Software,2020-06-11,2020,"38,010",684,1.80%,Engineering,1B,Series A,Low,Large,Late Stage
Apple,United States,Software,2025-08-31,2025,"40,950",816,1.99%,Engineering,100M,Private,Low,Large,Early Stage
Intel,United Kingdom,Software,2021-12-14,2021,"5,803",NA,0.00%,Marketing,5B+,IPO,Low,Medium,Mature
Meta,Canada,Cloud,2025-07-20,2025,"16,043",1125,7.01%,Sales,Not Specified,IPO,High,Medium,Unknown
Company44,United Kingdom,Social Media,2022-07-04,2022,"18,015",707,3.92%,Sales,Not Specified,IPO,Low,Medium,Unknown
Company32,United States,Entertainment,2020-09-25,2020,"16,094",1260,7.83%,Operations,500M,Private,High,Medium,Growth Stage
Company20,Germany,Entertainment,2023-07-07,2023,"17,488",1795,10.26%,Product,1B,IPO,Severe,Medium,Late Stage
Company10,Germany,Social Media,2024-10-01,2024,"12,280",NA,0.00%,Operations,100M,IPO,Low,Medium,Early Stage
Company29,India,Fintech,2020-07-10,2020,"33,586",1946,5.79%,Finance,2B,Series A,Moderate,Large,Late Stage
Microsoft,United States,Fintech,2020-12-04,2020,"24,386",2156,8.84%,HR,500M,Public,Severe,Large,Growth Stage
Company20,United Kingdom,Entertainment,2020-12-18,2020,"38,097",1741,4.57%,Product,Not Specified,Private,Low,Large,Unknown
Company7,Unknown,Cloud,2024-06-17,2024,"20,504",1500,7.32%,Product,5B+,Public,High,Large,Mature
DoorDash,United States,E-commerce,2022-08-20,2022,"37,303",2892,7.75%,Finance,Not specified,Public,High,Large,Unknown
Company22,United States,Hardware,2021-10-18,2021,"21,102",1095,5.19%,Marketing,1B,Private,Moderate,Large,Late Stage
Apple,Canada,Social Media,2024-05-01,2024,"9,800",410,4.18%,Engineering,500M,Private,Low,Medium,Growth Stage
Company47,India,Hardware,2021-03-30,2021,"49,094",4364,8.89%,HR,2B,Public,Severe,Large,Late Stage
Shopify,Canada,Automotive,2022-03-03,2022,"37,665",NA,0.00%,Design,Not Specified,Series A,Low,Large,Unknown
Uber,India,E-commerce,2024-07-18,2024,"1,947",163,8.37%,Product,1B,Private,Severe,Small,Late Stage
Company31,United States,Cloud,2024-07-05,2024,"17,786",1362,7.66%,HR,500M,Series A,High,Medium,Growth Stage
Company43,India,Automotive,2025-06-04,2025,"35,714",1105,3.09%,Product,Not specified,Public,Low,Large,Unknown
Company4,United States,Fintech,2023-03-01,2023,"24,546",336,1.37%,Product,100M,Private,Low,Large,Early Stage
Company14,Unknown,Fintech,2023-11-24,2023,"19,922",238,1.19%,Sales,Not Specified,Private,Low,Medium,Unknown
Company31,United States,Social Media,2022-03-02,2022,"36,561",2510,6.87%,Engineering,500M,Series A,Moderate,Large,Growth Stage
Company36,United States,Fintech,2021-10-01,2021,"25,451",1148,4.51%,Product,500M,IPO,Low,Large,Growth Stage
Zoom,United Kingdom,Hardware,2022-07-25,2022,"49,926",NA,0.00%,Sales,Not Specified,IPO,Low,Large,Unknown
Microsoft,United Kingdom,Software,2021-10-22,2021,"25,255",1249,4.95%,Finance,Not specified,Private,Low,Large,Unknown
Microsoft,Canada,Social Media,2023-09-02,2023,"42,815",2656,6.20%,Sales,500M,Private,Moderate,Large,Growth Stage
Palantir,United States,Software,2020-05-27,2020,"16,471",874,5.31%,Marketing,100M,Series A,Moderate,Medium,Early Stage
Company25,United States,Entertainment,2022-07-28,2022,"17,479",1122,6.42%,Sales,100M,Public,Moderate,Medium,Early Stage
Company20,Unknown,Fintech,2024-05-24,2024,"1,184",121,10.22%,Sales,2B,Public,Severe,Small,Late Stage
Company21,United States,Hardware,2020-02-06,2020,"31,709",453,1.43%,Finance,5B+,Series A,Low,Large,Mature
Company4,Canada,Cloud,2023-01-10,2023,"9,460",491,5.19%,Engineering,5B+,IPO,Moderate,Medium,Mature
Company46,United Kingdom,Automotive,2020-07-24,2020,"26,823",353,1.32%,HR,100M,Private,Low,Large,Early Stage
DoorDash,Canada,Social Media,2023-07-17,2023,"18,137",1878,10.35%,Sales,5B+,Series A,Severe,Medium,Mature
Company34,United States,Cloud,2021-03-22,2021,"39,767",NA,0.00%,HR,1B,Series A,Low,Large,Late Stage
Company17,India,E-commerce,2022-12-15,2022,"13,312",773,5.81%,Engineering,2B,Public,Moderate,Medium,Late Stage
Company44,United States,Software,2023-08-24,2023,"38,078",1680,4.41%,Design,2B,Series A,Low,Large,Late Stage
Company30,Germany,Entertainment,2025-06-20,2025,"17,746",1411,7.95%,Finance,5B+,Series A,High,Medium,Mature
Shopify,United States,Social Media,2024-11-23,2024,"25,240",254,1.01%,Operations,Not specified,Private,Low,Large,Unknown
Company40,Germany,E-commerce,2021-06-23,2021,"1,669",61,3.65%,Marketing,2B,IPO,Low,Small,Late Stage
Company24,Unknown,Social Media,2020-10-11,2020,"31,815",2813,8.84%,Product,5B+,Public,Severe,Large,Mature
Company43,India,Entertainment,2025-06-10,2025,"15,551",1087,6.99%,Operations,500M,Private,Moderate,Medium,Growth Stage
Company4,Canada,Automotive,2021-04-20,2021,"6,660",531,7.97%,Design,2B,Series A,High,Medium,Late Stage
Company1,France,Entertainment,2021-02-01,2021,"5,864",235,4.01%,Product,2B,Public,Low,Medium,Late Stage
Company50,India,Automotive,2022-02-23,2022,"38,353",323,0.84%,Marketing,100M,Public,Low,Large,Early Stage
Company5,Germany,Social Media,2024-10-09,2024,"25,827",1576,6.10%,Sales,Not specified,Public,Moderate,Large,Unknown
Company33,Unknown,Hardware,2024-06-24,2024,"13,975",628,4.49%,Design,1B,Series A,Low,Medium,Late Stage
Company50,United States,Cloud,2023-03-05,2023,"11,219",1099,9.80%,Finance,2B,Public,Severe,Medium,Late Stage
Company45,United Kingdom,Software,2024-07-02,2024,"35,297",2569,7.28%,Operations,2B,IPO,High,Large,Late Stage
Company28,United States,Hardware,2020-10-11,2020,"15,823",788,4.98%,Operations,Not specified,Series A,Low,Medium,Unknown
Company10,Unknown,Hardware,2022-03-31,2022,"12,719",926,7.28%,Product,5B+,Series A,High,Medium,Mature
Palantir,United Kingdom,Social Media,2021-09-25,2021,"16,722",884,5.29%,Design,2B,Public,Moderate,Medium,Late Stage
Company19,Germany,Automotive,2022-09-15,2022,"28,482",1083,3.80%,Product,Not specified,Series A,Low,Large,Unknown
Twitter,United States,Fintech,2022-05-23,2022,"44,262",4231,9.56%,HR,Not specified,Series A,Severe,Large,Unknown
Amazon,United States,Cloud,2020-07-16,2020,"34,638",3139,9.06%,Marketing,1B,Series A,Severe,Large,Late Stage
Tesla,United States,Entertainment,2024-04-16,2024,"37,158",3028,8.15%,Engineering,100M,Private,Severe,Large,Early Stage
Company28,Unknown,Fintech,2025-04-27,2025,"1,968",41,2.08%,Product,100M,IPO,Low,Small,Early Stage
Company13,India,Software,2022-06-07,2022,"42,965",2358,5.49%,HR,2B,Private,Moderate,Large,Late Stage
Amazon,Unknown,E-commerce,2025-08-24,2025,"34,616",41,0.12%,Sales,100M,IPO,Low,Large,Early Stage
Company22,Germany,E-commerce,2024-02-08,2024,"1,094",NA,0.00%,Operations,Not Specified,IPO,Low,Small,Unknown
Company47,Unknown,Software,2021-06-04,2021,"8,507",363,4.27%,Sales,Not specified,Private,Low,Medium,Unknown
Company15,United States,Automotive,2022-09-18,2022,"32,856",2856,8.69%,Design,500M,Series A,Severe,Large,Growth Stage
Company32,Germany,Hardware,2021-01-20,2021,"31,636",1838,5.81%,Finance,500M,Public,Moderate,Large,Growth Stage
Company19,United Kingdom,Fintech,2021-05-13,2021,"29,830",1699,5.70%,Sales,2B,Public,Moderate,Large,Late Stage
Company23,France,Cloud,2024-07-03,2024,"17,265",232,1.34%,Operations,5B+,Public,Low,Medium,Mature
Zoom,United Kingdom,Cloud,2021-10-23,2021,"5,190",116,2.24%,Sales,2B,IPO,Low,Medium,Late Stage
Meta,United States,Cloud,2024-07-19,2024,"22,950",1049,4.57%,Design,2B,IPO,Low,Large,Late Stage
Stripe,United States,Automotive,2021-04-29,2021,"38,011",3733,9.82%,Design,5B+,Private,Severe,Large,Mature
Company19,United States,Hardware,2022-06-09,2022,"9,176",NA,0.00%,HR,Not specified,Private,Low,Medium,Unknown
Oracle,Canada,Entertainment,2025-09-04,2025,"4,439",301,6.78%,HR,Not Specified,Private,Moderate,Small,Unknown
Apple,Unknown,Social Media,2024-12-30,2024,"2,333",186,7.97%,Sales,100M,Private,High,Small,Early Stage
Company22,United States,Software,2020-11-10,2020,"3,035",109,3.59%,Marketing,500M,Private,Low,Small,Growth Stage
Company6,United States,Cloud,2022-09-11,2022,"35,890",2996,8.35%,Operations,100M,IPO,Severe,Large,Early Stage
Company22,United States,Social Media,2025-05-03,2025,"32,655",2017,6.18%,Sales,Not specified,IPO,Moderate,Large,Unknown
Uber,France,Cloud,2025-10-24,2025,"45,001",2010,4.47%,Engineering,5B+,Public,Low,Large,Mature
Company38,United States,Fintech,2021-12-26,2021,"26,574",1752,6.59%,Sales,500M,Public,Moderate,Large,Growth Stage
Salesforce,United Kingdom,Hardware,2020-04-11,2020,"12,966",447,3.45%,HR,1B,Public,Low,Medium,Late Stage
Snowflake,United States,Hardware,2020-11-24,2020,"15,301",1489,9.73%,Sales,Not Specified,Private,Severe,Medium,Unknown
Company27,India,Entertainment,2020-04-25,2020,"23,315",1556,6.67%,Marketing,2B,Public,Moderate,Large,Late Stage
Netflix,United States,Hardware,2024-08-07,2024,"45,504",1112,2.44%,Product,5B+,IPO,Low,Large,Mature
Company21,Unknown,Fintech,2024-07-11,2024,"37,212",3457,9.29%,Finance,5B+,IPO,Severe,Large,Mature
Company38,United States,Cloud,2024-09-04,2024,"33,470",NA,0.00%,Sales,5B+,IPO,Low,Large,Mature
Salesforce,Germany,Software,2024-07-02,2024,"41,058",1400,3.41%,Product,Not specified,IPO,Low,Large,Unknown
Company23,Germany,Entertainment,2023-11-10,2023,"34,400",2270,6.60%,HR,500M,IPO,Moderate,Large,Growth Stage
Company29,United States,Automotive,2023-01-07,2023,"27,339",332,1.21%,Sales,2B,IPO,Low,Large,Late Stage
Company12,Canada,E-commerce,2025-07-01,2025,"49,205",1826,3.71%,Sales,5B+,Private,Low,Large,Mature
Company33,Unknown,Entertainment,2024-06-18,2024,"37,053",1340,3.62%,Engineering,500M,Public,Low,Large,Growth Stage
Company18,Germany,Entertainment,2020-01-10,2020,"13,779",1306,9.48%,Finance,1B,Private,Severe,Medium,Late Stage
Company25,France,Automotive,2022-08-01,2022,"44,102",2082,4.72%,Sales,Not Specified,Public,Low,Large,Unknown
Microsoft,Canada,Hardware,2024-04-22,2024,"31,484",2871,9.12%,Finance,5B+,IPO,Severe,Large,Mature
Company7,Canada,E-commerce,2020-02-09,2020,"27,177",1120,4.12%,Finance,Not Specified,Series A,Low,Large,Unknown
Company13,United Kingdom,Automotive,2022-05-23,2022,"2,835",79,2.79%,Engineering,1B,IPO,Low,Small,Late Stage
Company5,Germany,Social Media,2025-05-31,2025,"42,508",1903,4.48%,Design,500M,IPO,Low,Large,Growth Stage
Microsoft,Canada,E-commerce,2024-09-01,2024,"41,363",2687,6.50%,Product,Not specified,Public,Moderate,Large,Unknown
Company49,United States,E-commerce,2025-06-22,2025,"35,837",2448,6.83%,HR,2B,Series A,Moderate,Large,Late Stage
Company11,United Kingdom,E-commerce,2022-10-28,2022,"10,675",951,8.91%,Sales,2B,Private,Severe,Medium,Late Stage
Company22,United States,Fintech,2022-11-09,2022,"7,500",763,10.17%,Finance,2B,IPO,Severe,Medium,Late Stage
Company7,United States,Fintech,2023-05-15,2023,"47,621",1536,3.23%,HR,500M,IPO,Low,Large,Growth Stage
Company10,United States,Automotive,2020-10-08,2020,"45,871",NA,0.00%,Engineering,1B,Public,Low,Large,Late Stage
Oracle,India,Automotive,2023-06-10,2023,"31,383",2174,6.93%,Sales,100M,Public,Moderate,Large,Early Stage
Company43,United States,Entertainment,2022-07-06,2022,"12,572",1031,8.20%,Product,Not Specified,Public,Severe,Medium,Unknown
Company33,United Kingdom,Entertainment,2024-01-12,2024,"18,718",1612,8.61%,Marketing,5B+,IPO,Severe,Medium,Mature
Nvidia,France,E-commerce,2022-08-01,2022,"28,657",2249,7.85%,Product,Not specified,Public,High,Large,Unknown
Company38,United States,E-commerce,2024-12-18,2024,"16,735",377,2.25%,Marketing,1B,Series A,Low,Medium,Late Stage
Company45,Germany,Entertainment,2024-09-04,2024,"5,302",NA,0.00%,Finance,5B+,Private,Low,Medium,Mature
Company3,United States,Social Media,2025-07-12,2025,"4,890",161,3.29%,Finance,5B+,Private,Low,Small,Mature
Company19,India,Software,2024-03-07,2024,"37,021",2871,7.76%,Product,2B,IPO,High,Large,Late Stage
Company33,Germany,Entertainment,2022-08-14,2022,"33,408",1682,5.03%,Finance,2B,Private,Moderate,Large,Late Stage
Company15,Unknown,Automotive,2021-10-29,2021,"41,100",1957,4.76%,Operations,Not Specified,Private,Low,Large,Unknown
Apple,United States,Software,2020-08-04,2020,"21,553",689,3.20%,Sales,Not specified,IPO,Low,Large,Unknown
Company20,United States,Automotive,2024-04-16,2024,"32,130",1823,5.67%,Finance,2B,Public,Moderate,Large,Late Stage
Amazon,United States,Cloud,2020-12-25,2020,"47,365",2796,5.90%,Finance,Not specified,Series A,Moderate,Large,Unknown
Company15,India,Entertainment,2025-08-13,2025,"37,114",41,0.11%,Marketing,500M,Public,Low,Large,Growth Stage
Apple,United States,Software,2024-04-12,2024,"23,189",93,0.40%,HR,2B,Public,Low,Large,Late Stage
Shopify,United States,Entertainment,2022-03-30,2022,"10,665",303,2.84%,Marketing,1B,Private,Low,Medium,Late Stage
Company15,United States,E-commerce,2022-07-29,2022,"38,489",226,0.59%,Marketing,1B,IPO,Low,Large,Late Stage
Company17,Canada,Social Media,2025-07-10,2025,"2,982",280,9.39%,Product,Not Specified,Series A,Severe,Small,Unknown
Company23,United States,Automotive,2020-07-05,2020,"3,311",329,9.94%,Design,1B,Series A,Severe,Small,Late Stage
Snowflake,Germany,Automotive,2025-06-24,2025,"15,618",122,0.78%,HR,1B,Series A,Low,Medium,Late Stage
Company43,United States,Hardware,2023-04-10,2023,"48,164",4651,9.66%,HR,5B+,Public,Severe,Large,Mature
Company41,United States,Cloud,2022-05-01,2022,"39,493",1193,3.02%,Product,Not specified,Series A,Low,Large,Unknown
Company23,United States,Entertainment,2022-12-05,2022,"14,829",1075,7.25%,Marketing,Not Specified,Series A,High,Medium,Unknown
Oracle,United States,Entertainment,2025-05-11,2025,"18,373",947,5.15%,Design,Not Specified,Public,Moderate,Medium,Unknown
DoorDash,India,Entertainment,2022-01-26,2022,"39,713",2918,7.35%,Operations,5B+,IPO,High,Large,Mature
Company12,France,Entertainment,2021-11-15,2021,"29,947",2665,8.90%,Product,1B,Private,Severe,Large,Late Stage
